experiment,run_id,run_name,status,start_time,end_time,param__eval_end,param__eval_start,param__feature_count,param__fold,param__model,param__train_end,metric__average_precision,metric__brier,metric__mean_predicted_risk,metric__observed_delinquency_rate,metric__roc_auc,metric__top20_capture,param__config_id,param__max_depth,param__max_features,param__min_samples_leaf,param__learning_rate,param__min_child_weight,param__development_end,param__final_holdout,param__holdout_end,param__holdout_start,metric__calibration_in_the_large_error,metric__development_mean_roc_auc,metric__prevalence_baseline_brier,metric__roc_auc_drop_vs_development,param__calibration_days,param__calibration_method,param__development_only,metric__abs_calibration_gap,metric__ece_10bin,param__calibration_end,param__calibration_start,param__confirmatory_only,param__method
module4_development_calibration,d36d374aca5e4b48a8d3d9efe753d1a5,xgboost_uncalibrated_late_june,FINISHED,2026-09-18 13:05:55.288000+00:00,2026-09-18 13:05:55.365000+00:00,,,12,late_june,xgboost,,0.7185080885866958,0.08802128980719798,0.09737018117408916,0.16468119669689996,0.8754614096153046,0.7038635429510892,,,,,,,,,,,,,,,7,uncalibrated,True,0.0673110155228108,0.07811301022413149,,,,
module4_development_calibration,ce17380100bd458fac50c5f513d794c9,xgboost_platt_late_june,FINISHED,2026-09-18 13:05:55.422000+00:00,2026-09-18 13:05:55.529000+00:00,,,12,late_june,xgboost,,0.7185080885866958,0.0808788589979645,0.12652331568576855,0.16468119669689996,0.8754614096153046,0.7038635429510892,,,,,,,,,,,,,,,7,platt,True,0.038157881011131406,0.046838294647074605,,,,
module4_development_calibration,f1046a655fcf4f80b5222050b480ffd8,xgboost_isotonic_late_june,FINISHED,2026-09-18 13:05:55.571000+00:00,2026-09-18 13:05:55.668000+00:00,,,12,late_june,xgboost,,0.708722061244581,0.08034001323671755,0.1251259780157052,0.16468119669689996,0.8748962387262652,0.7038635429510892,,,,,,,,,,,,,,,7,isotonic,True,0.03955521868119474,0.04650042164652645,,,,
module4_development_calibration,868cb59855f54a26ac20dbd19cafcc00,random_forest_uncalibrated_turn_of_month,FINISHED,2026-09-18 13:06:02.364000+00:00,2026-09-18 13:06:02.450000+00:00,,,12,turn_of_month,random_forest,,0.5612112257819791,0.10064170093804133,0.14100862640945522,0.15695488721804512,0.8459907652569029,0.6336216455976935,,,,,,,,,,,,,,,7,uncalibrated,True,0.015946260808589907,0.03931033470678343,,,,
module4_development_calibration,785812f80747452798e86954fa69b51d,random_forest_platt_turn_of_month,FINISHED,2026-09-18 13:06:02.500000+00:00,2026-09-18 13:06:02.569000+00:00,,,12,turn_of_month,random_forest,,0.5612112257819791,0.10223879088143964,0.12749699501479148,0.15695488721804512,0.8459907652569029,0.6336216455976935,,,,,,,,,,,,,,,7,platt,True,0.02945789220325365,0.04983200535651168,,,,
module4_development_calibration,287756d132ca439e904c437b8f73c498,random_forest_isotonic_turn_of_month,FINISHED,2026-09-18 13:06:02.608000+00:00,2026-09-18 13:06:02.670000+00:00,,,12,turn_of_month,random_forest,,0.5492781072729908,0.09968813043744515,0.12396233905137156,0.15695488721804512,0.8453355388309955,0.6338434242625859,,,,,,,,,,,,,,,7,isotonic,True,0.03299254816667356,0.048506456943560386,,,,
module4_development_calibration,66de06a47005490a9e086d571d6792e3,xgboost_uncalibrated_turn_of_month,FINISHED,2026-09-18 13:06:04.454000+00:00,2026-09-18 13:06:04.564000+00:00,,,12,turn_of_month,xgboost,,0.5406178491970346,0.10665528655150618,0.12488590771593795,0.15695488721804512,0.8318562053764758,0.5839432246617875,,,,,,,,,,,,,,,7,uncalibrated,True,0.03206897950210717,0.06856468956620322,,,,
module4_development_calibration,425db7d828c34fcbbbfdc6fd2874a756,xgboost_platt_turn_of_month,FINISHED,2026-09-18 13:06:04.615000+00:00,2026-09-18 13:06:04.821000+00:00,,,12,turn_of_month,xgboost,,0.5406178491970346,0.10390025563516375,0.11853921617333292,0.15695488721804512,0.8318562053764758,0.5839432246617875,,,,,,,,,,,,,,,7,platt,True,0.038415671044712205,0.05698920149032312,,,,
module4_development_calibration,f34fdb88e302400896fb4a1d8575a651,xgboost_isotonic_turn_of_month,FINISHED,2026-09-18 13:06:04.861000+00:00,2026-09-18 13:06:04.919000+00:00,,,12,turn_of_month,xgboost,,0.5278479995222622,0.10323053201125515,0.11616488069707184,0.15695488721804512,0.8299122882275418,0.5872699046351741,,,,,,,,,,,,,,,7,isotonic,True,0.04079000652097328,0.058963986193817874,,,,
module4_development_calibration,ad4183a709184e2c888032eb860bc572,random_forest_uncalibrated_early_july,FINISHED,2026-09-18 13:06:17.127000+00:00,2026-09-18 13:06:17.194000+00:00,,,12,early_july,random_forest,,0.5388503207020596,0.11719645704339464,0.1603319910277758,0.18220956418068618,0.8327180376650625,0.5812431842966194,,,,,,,,,,,,,,,7,uncalibrated,True,0.02187757315291039,0.04815131967324968,,,,
module4_development_calibration,38b67d8316f04f0495713b951d350dcd,random_forest_platt_early_july,FINISHED,2026-09-18 13:06:17.242000+00:00,2026-09-18 13:06:17.297000+00:00,,,12,early_july,random_forest,,0.5388503207020596,0.12534250288833867,0.12636998662127535,0.18220956418068618,0.8327180376650625,0.5812431842966194,,,,,,,,,,,,,,,7,platt,True,0.055839577559410825,0.06965154446797582,,,,
module4_development_calibration,4dc816814a61407b940415955138f608,random_forest_isotonic_early_july,FINISHED,2026-09-18 13:06:17.335000+00:00,2026-09-18 13:06:17.413000+00:00,,,12,early_july,random_forest,,0.5251580987239898,0.11580581774792374,0.13263237000182235,0.18220956418068618,0.8316338953531316,0.5817884405670665,,,,,,,,,,,,,,,7,isotonic,True,0.04957719417886383,0.05029088232610099,,,,
module4_development_calibration,1f25c03f5b8a46a3b78a098f1f73d71e,xgboost_uncalibrated_early_july,FINISHED,2026-09-18 13:06:19.799000+00:00,2026-09-18 13:06:19.899000+00:00,,,12,early_july,xgboost,,0.5009588519360705,0.12486746655728086,0.12111244048546134,0.18220956418068618,0.8199060609456992,0.5439840058160669,,,,,,,,,,,,,,,7,uncalibrated,True,0.06109712369522484,0.07361205067299134,,,,
module4_development_calibration,d65d03ad66e0436ebd4e62a48abfc3cc,xgboost_platt_early_july,FINISHED,2026-09-18 13:06:19.955000+00:00,2026-09-18 13:06:20.023000+00:00,,,12,early_july,xgboost,,0.5009588519360705,0.1278526527762663,0.11255071020293138,0.18220956418068618,0.8199060609456992,0.5439840058160669,,,,,,,,,,,,,,,7,platt,True,0.0696588539777548,0.07203180924845808,,,,
module4_development_calibration,76b71644400d457dafb92d606612b2e3,xgboost_isotonic_early_july,FINISHED,2026-09-18 13:06:20.070000+00:00,2026-09-18 13:06:20.146000+00:00,,,12,early_july,xgboost,,0.4865418147725235,0.12418247556369695,0.11182457607314734,0.18220956418068618,0.8195357302057665,0.5450745183569611,,,,,,,,,,,,,,,7,isotonic,True,0.07038498810753883,0.07099544713461546,,,,
module4_calibrated_holdout_sensitivity,0b1ef24c28e1423eae51bde1ae0559d4,random_forest_uncalibrated_same_split_holdout,FINISHED,2026-09-18 13:17:27.682000+00:00,2026-09-18 13:17:27.787000+00:00,,,12,,random_forest,2016-07-06,0.5777066369539405,0.142384143246303,0.3467387460746797,0.20779810108908126,0.8290698153380152,0.5403997984209642,,,,,,,,,2016-07-23,2016-07-14,0.13894064498559844,,0.16670110343203626,,,,,,0.13894064498559847,2016-07-13,2016-07-07,True,uncalibrated_same_split
module4_calibrated_holdout_sensitivity,e6a4da6aae854113a44844eb5d59a701,random_forest_isotonic_holdout,FINISHED,2026-09-18 13:17:27.832000+00:00,2026-09-18 13:17:27.893000+00:00,,,12,,random_forest,2016-07-06,0.5666773831673494,0.12295620178707005,0.17852108953385395,0.20779810108908126,0.8287232694884992,0.5403997984209642,,,,,,,,,2016-07-23,2016-07-14,-0.0292770115552273,,0.16670110343203626,,,,,,0.029277011555227307,2016-07-13,2016-07-07,True,isotonic
module4_calibrated_holdout_sensitivity,c29f08a31eae4ab990f1c3d98b149eee,xgboost_uncalibrated_same_split_holdout,FINISHED,2026-09-18 13:17:30.500000+00:00,2026-09-18 13:17:30.595000+00:00,,,12,,xgboost,2016-07-06,0.5751997972311953,0.14875081181526184,0.3541100025177002,0.20779810108908126,0.8270312239146427,0.545775239375105,,,,,,,,,2016-07-23,2016-07-14,0.14631190142861894,,0.16670110343203626,,,,,,0.14631189770827815,2016-07-13,2016-07-07,True,uncalibrated_same_split
module4_calibrated_holdout_sensitivity,60c53b5f760e47a5af3f970b5774a1fe,xgboost_isotonic_holdout,FINISHED,2026-09-18 13:17:30.639000+00:00,2026-09-18 13:17:30.700000+00:00,,,12,,xgboost,2016-07-06,0.5688709576380642,0.12341488152742386,0.17935854196548462,0.20779810108908126,0.8271426904450585,0.5451033092558374,,,,,,,,,2016-07-23,2016-07-14,-0.028439559123596636,,0.16670110343203626,,,,,,0.029122518686416264,2016-07-13,2016-07-07,True,isotonic
