group_type,group_value,rows,delinquency_rate,mean_predicted_risk,roc_auc,average_precision,brier,ece_10bin,top20_capture
overall,all_holdout,28648,0.20779810108908126,0.17852108667152497,0.8287232694884992,0.5666773831673494,0.12295620178706719,0.029277014417556268,0.5403997984209642
account_tenure_quartile,"(0.999, 256.0]",7096,0.2657835400225479,0.21819300547697756,0.8092984370134112,0.6046176122700057,0.1491283445384456,0.047590534545570364,0.47560975609756095
account_tenure_quartile,"(256.0, 534.0]",7057,0.20291908743091966,0.17783098633917716,0.809782991930478,0.529033979361366,0.1264082294162873,0.025088101091742507,0.5111731843575419
account_tenure_quartile,"(534.0, 972.0]",7073,0.1888873179697441,0.166109033313044,0.8343991596726366,0.542029413683749,0.1147234434419946,0.025208530588762303,0.5651197604790419
account_tenure_quartile,"(972.0, 2404.0]",7068,0.16893039049235994,0.1488805351077059,0.8506709720432831,0.5712964969034049,0.09994979411990855,0.020269461201440037,0.6222780569514238
recharge90_quartile,"(-0.001, 2.0]",7385,0.4997968855788761,0.43263634455523353,0.689303845215619,0.6777572957464152,0.22750154663742836,0.06767658778544056,0.30587916553779465
recharge90_quartile,"(10.0, 132.0]",6511,0.038550145906926736,0.03139247921035715,0.6850142560747426,0.09693022020222469,0.03619611622788465,0.007262538357337503,0.42231075697211157
recharge90_quartile,"(2.0, 5.0]",7165,0.19246336357292393,0.1640872402500807,0.6792851866436627,0.3223381667706422,0.14599088034638869,0.028541903819547115,0.36693255982596085
recharge90_quartile,"(5.0, 10.0]",7587,0.08330038223276658,0.07106513482206206,0.674602667236939,0.15974055999070638,0.0738965040776144,0.01223524741070452,0.3924050632911392
